Trade #,Side,Entry Time,Entry Price,Exit Time,Exit Price,Position Size (USDT),PnL (USDT),PnL (%),Cumulative PnL (USDT)
4060,SHORT,2024-04-29T18:43:59.999Z,3163.84,2024-04-29T18:58:59.999Z,3176.29,1000.00,-3.94,-0.3935,185.72
4061,SHORT,2024-04-29T19:20:59.999Z,3167.30,2024-04-29T19:50:59.999Z,3173.97,1000.00,-2.11,-0.2106,183.62
4062,SHORT,2024-04-29T21:24:59.999Z,3171.18,2024-04-29T22:02:59.999Z,3179.75,1000.00,-2.70,-0.2702,180.91
4063,SHORT,2024-04-30T01:57:59.999Z,3195.02,2024-04-30T15:06:59.999Z,3025.92,1000.00,52.93,5.2926,233.84
4064,SHORT,2024-04-30T15:08:59.999Z,3009.89,2024-04-30T21:09:59.999Z,2981.39,1000.00,9.47,0.9469,243.31
4065,SHORT,2024-05-01T01:08:59.999Z,2991.60,2024-05-01T01:37:59.999Z,3009.12,1000.00,-5.86,-0.5856,237.45
4066,SHORT,2024-05-01T02:07:59.999Z,2993.61,2024-05-01T03:48:59.999Z,2998.34,1000.00,-1.58,-0.1580,235.87
4067,SHORT,2024-05-01T05:31:59.999Z,2990.79,2024-05-01T11:21:59.999Z,2896.00,1000.00,31.69,3.1694,267.57
4068,SHORT,2024-05-01T11:31:59.999Z,2884.61,2024-05-01T11:53:59.999Z,2897.48,1000.00,-4.46,-0.4462,263.10
4069,SHORT,2024-05-01T13:42:59.999Z,2894.96,2024-05-01T16:35:59.999Z,2902.29,1000.00,-2.53,-0.2532,260.57
4070,SHORT,2024-05-01T16:47:59.999Z,2884.52,2024-05-01T17:39:59.999Z,2900.43,1000.00,-5.52,-0.5516,255.06
4071,SHORT,2024-05-01T20:15:59.999Z,2925.36,2024-05-01T20:46:59.999Z,2947.80,1000.00,-7.67,-0.7671,247.39
4072,SHORT,2024-05-02T00:41:59.999Z,2952.24,2024-05-02T04:20:59.999Z,2934.43,1000.00,6.03,0.6033,253.42
4073,SHORT,2024-05-02T04:53:59.999Z,2921.61,2024-05-02T07:16:59.999Z,2931.00,1000.00,-3.21,-0.3214,250.20
4074,SHORT,2024-05-02T13:51:59.999Z,2965.21,2024-05-02T14:43:59.999Z,2992.60,1000.00,-9.24,-0.9237,240.97
4075,SHORT,2024-05-02T17:04:59.999Z,2980.59,2024-05-02T17:17:59.999Z,2992.60,1000.00,-4.03,-0.4029,236.94
4076,SHORT,2024-05-02T18:26:59.999Z,2980.00,2024-05-02T18:43:59.999Z,2993.49,1000.00,-4.53,-0.4527,232.41
4077,SHORT,2024-05-02T20:41:59.999Z,2985.51,2024-05-02T21:10:59.999Z,2993.59,1000.00,-2.71,-0.2706,229.70
4078,SHORT,2024-05-02T23:21:59.999Z,2989.61,2024-05-03T01:15:59.999Z,3001.59,1000.00,-4.01,-0.4007,225.70
4079,SHORT,2024-05-03T04:42:59.999Z,3001.58,2024-05-03T10:04:59.999Z,2984.82,1000.00,5.58,0.5584,231.28
4080,SHORT,2024-05-03T10:13:59.999Z,2978.63,2024-05-03T10:20:59.999Z,2983.81,1000.00,-1.74,-0.1739,229.54
4081,SHORT,2024-05-03T10:22:59.999Z,2981.20,2024-05-03T12:31:59.999Z,2996.07,1000.00,-4.99,-0.4988,224.55
4082,SHORT,2024-05-03T19:12:59.999Z,3064.19,2024-05-03T19:47:59.999Z,3071.71,1000.00,-2.45,-0.2454,222.10
4083,SHORT,2024-05-04T02:08:59.999Z,3098.46,2024-05-04T03:31:59.999Z,3111.39,1000.00,-4.17,-0.4173,217.93
4084,SHORT,2024-05-04T06:55:59.999Z,3107.63,2024-05-04T09:02:59.999Z,3110.41,1000.00,-0.89,-0.0895,217.03
4085,SHORT,2024-05-04T09:44:59.999Z,3102.00,2024-05-04T10:33:59.999Z,3114.40,1000.00,-4.00,-0.3997,213.03
4086,SHORT,2024-05-04T13:44:59.999Z,3125.85,2024-05-04T17:14:59.999Z,3130.19,1000.00,-1.39,-0.1388,211.65
4087,SHORT,2024-05-04T17:18:59.999Z,3123.59,2024-05-04T18:38:59.999Z,3131.00,1000.00,-2.37,-0.2372,209.27
4088,SHORT,2024-05-04T19:04:59.999Z,3123.40,2024-05-04T19:48:59.999Z,3126.67,1000.00,-1.05,-0.1047,208.23
4089,SHORT,2024-05-04T21:31:59.999Z,3126.90,2024-05-05T00:29:59.999Z,3120.75,1000.00,1.97,0.1967,210.19
4090,SHORT,2024-05-05T00:31:59.999Z,3117.12,2024-05-05T05:09:59.999Z,3095.79,1000.00,6.84,0.6843,217.04
4091,SHORT,2024-05-05T05:39:59.999Z,3087.18,2024-05-05T06:32:59.999Z,3092.58,1000.00,-1.75,-0.1749,215.29
4092,SHORT,2024-05-05T14:24:59.999Z,3132.90,2024-05-05T14:45:59.999Z,3147.00,1000.00,-4.50,-0.4501,210.79
4093,SHORT,2024-05-05T18:05:59.999Z,3143.81,2024-05-05T23:28:59.999Z,3146.15,1000.00,-0.74,-0.0744,210.04
4094,SHORT,2024-05-06T02:58:59.999Z,3133.57,2024-05-06T05:04:59.999Z,3144.94,1000.00,-3.63,-0.3628,206.41
4095,SHORT,2024-05-06T10:37:59.999Z,3176.59,2024-05-06T20:44:59.999Z,3078.12,1000.00,31.00,3.0999,237.41
4096,SHORT,2024-05-06T23:15:59.999Z,3073.79,2024-05-07T01:14:59.999Z,3078.68,1000.00,-1.59,-0.1591,235.82
4097,SHORT,2024-05-07T03:26:59.999Z,3058.01,2024-05-07T05:51:59.999Z,3070.59,1000.00,-4.11,-0.4114,231.71
4098,SHORT,2024-05-07T06:14:59.999Z,3063.32,2024-05-07T06:46:59.999Z,3071.20,1000.00,-2.57,-0.2572,229.14
4099,SHORT,2024-05-07T11:07:59.999Z,3098.46,2024-05-07T11:18:59.999Z,3104.41,1000.00,-1.92,-0.1920,227.22
4100,SHORT,2024-05-07T11:24:59.999Z,3097.44,2024-05-07T15:04:59.999Z,3096.80,1000.00,0.21,0.0207,227.42
4101,SHORT,2024-05-07T15:59:59.999Z,3071.41,2024-05-07T16:10:59.999Z,3078.11,1000.00,-2.18,-0.2181,225.24
4102,SHORT,2024-05-07T16:16:59.999Z,3070.77,2024-05-07T21:27:59.999Z,3058.49,1000.00,4.00,0.3999,229.24
4103,SHORT,2024-05-07T21:35:59.999Z,3049.59,2024-05-08T02:07:59.999Z,3028.39,1000.00,6.95,0.6952,236.19
4104,SHORT,2024-05-08T04:38:59.999Z,3016.81,2024-05-08T06:05:59.999Z,3026.92,1000.00,-3.35,-0.3351,232.84
4105,SHORT,2024-05-08T06:14:59.999Z,3019.26,2024-05-08T10:30:59.999Z,3008.41,1000.00,3.59,0.3594,236.43
4106,SHORT,2024-05-08T11:13:59.999Z,2991.06,2024-05-08T13:17:59.999Z,3012.50,1000.00,-7.17,-0.7168,229.27
4107,SHORT,2024-05-08T15:24:59.999Z,2986.01,2024-05-08T16:57:59.999Z,3014.20,1000.00,-9.44,-0.9441,219.82
4108,SHORT,2024-05-08T19:16:59.999Z,3006.03,2024-05-08T23:59:59.999Z,2974.21,1000.00,10.59,1.0585,230.41
4109,SHORT,2024-05-09T07:10:59.999Z,2996.74,2024-05-09T12:07:59.999Z,2980.33,1000.00,5.48,0.5476,235.89
4110,SHORT,2024-05-09T13:44:59.999Z,2964.80,2024-05-09T14:39:59.999Z,2985.00,1000.00,-6.81,-0.6813,229.07
4111,SHORT,2024-05-10T00:33:59.999Z,3025.85,2024-05-10T01:44:59.999Z,3032.82,1000.00,-2.30,-0.2303,226.77
4112,SHORT,2024-05-10T03:01:59.999Z,3027.87,2024-05-10T04:29:59.999Z,3033.50,1000.00,-1.86,-0.1859,224.91
4113,SHORT,2024-05-10T05:16:59.999Z,3025.14,2024-05-10T06:02:59.999Z,3033.00,1000.00,-2.60,-0.2598,222.31
4114,SHORT,2024-05-10T08:35:59.999Z,3034.34,2024-05-10T12:01:59.999Z,3039.97,1000.00,-1.86,-0.1855,220.46
4115,SHORT,2024-05-10T12:47:59.999Z,3025.38,2024-05-10T22:12:59.999Z,2905.32,1000.00,39.68,3.9684,260.14
4116,SHORT,2024-05-10T22:37:59.999Z,2898.96,2024-05-10T22:50:59.999Z,2904.64,1000.00,-1.96,-0.1959,258.18
4117,SHORT,2024-05-11T03:38:59.999Z,2906.80,2024-05-11T05:16:59.999Z,2917.42,1000.00,-3.65,-0.3654,254.53
4118,SHORT,2024-05-11T08:19:59.999Z,2912.15,2024-05-11T13:48:59.999Z,2910.00,1000.00,0.74,0.0738,255.27
4119,SHORT,2024-05-11T14:42:59.999Z,2903.59,2024-05-11T15:07:59.999Z,2913.80,1000.00,-3.52,-0.3516,251.75
4120,SHORT,2024-05-11T20:30:59.999Z,2917.56,2024-05-12T00:32:59.999Z,2921.80,1000.00,-1.45,-0.1453,250.30
4121,SHORT,2024-05-12T01:32:59.999Z,2915.11,2024-05-12T02:49:59.999Z,2923.57,1000.00,-2.90,-0.2902,247.39
4122,SHORT,2024-05-12T06:40:59.999Z,2919.00,2024-05-12T10:02:59.999Z,2917.08,1000.00,0.66,0.0658,248.05
4123,SHORT,2024-05-12T15:05:59.999Z,2930.00,2024-05-12T15:06:59.999Z,2931.46,1000.00,-0.50,-0.0498,247.55
4124,SHORT,2024-05-12T15:13:59.999Z,2928.01,2024-05-12T15:27:59.999Z,2932.79,1000.00,-1.63,-0.1633,245.92
4125,SHORT,2024-05-12T17:29:59.999Z,2932.20,2024-05-12T17:51:59.999Z,2940.35,1000.00,-2.78,-0.2779,243.14
4126,SHORT,2024-05-12T18:37:59.999Z,2931.12,2024-05-12T22:10:59.999Z,2931.31,1000.00,-0.06,-0.0065,243.08
4127,SHORT,2024-05-13T01:19:59.999Z,2917.95,2024-05-13T06:37:59.999Z,2895.79,1000.00,7.59,0.7594,250.67
4128,SHORT,2024-05-13T14:40:59.999Z,2960.41,2024-05-13T16:27:59.999Z,2971.19,1000.00,-3.64,-0.3641,247.03
4129,SHORT,2024-05-13T17:15:59.999Z,2954.54,2024-05-13T19:38:59.999Z,2957.17,1000.00,-0.89,-0.0890,246.14
4130,SHORT,2024-05-13T21:52:59.999Z,2947.76,2024-05-14T00:12:59.999Z,2954.61,1000.00,-2.32,-0.2324,243.82
4131,SHORT,2024-05-14T00:55:59.999Z,2946.45,2024-05-14T01:12:59.999Z,2953.63,1000.00,-2.44,-0.2437,241.38
4132,SHORT,2024-05-14T01:57:59.999Z,2944.40,2024-05-14T02:54:59.999Z,2950.94,1000.00,-2.22,-0.2221,239.16
4133,SHORT,2024-05-14T03:01:59.999Z,2947.06,2024-05-14T03:26:59.999Z,2950.59,1000.00,-1.20,-0.1198,237.96
4134,SHORT,2024-05-14T03:27:59.999Z,2948.00,2024-05-14T12:16:59.999Z,2916.40,1000.00,10.72,1.0719,248.68
4135,SHORT,2024-05-14T12:31:59.999Z,2897.00,2024-05-14T15:28:59.999Z,2913.30,1000.00,-5.63,-0.5627,243.05
4136,SHORT,2024-05-14T15:46:59.999Z,2895.21,2024-05-14T19:19:59.999Z,2892.55,1000.00,0.92,0.0919,243.97
4137,SHORT,2024-05-14T21:30:59.999Z,2888.81,2024-05-14T21:38:59.999Z,2897.21,1000.00,-2.91,-0.2908,241.06
4138,SHORT,2024-05-14T22:44:59.999Z,2891.28,2024-05-15T02:03:59.999Z,2889.99,1000.00,0.45,0.0446,241.51
4139,SHORT,2024-05-15T09:02:59.999Z,2903.00,2024-05-15T09:48:59.999Z,2924.29,1000.00,-7.33,-0.7334,234.18
4140,SHORT,2024-05-15T11:12:59.999Z,2900.98,2024-05-15T12:32:59.999Z,2942.54,1000.00,-14.33,-1.4326,219.85
4141,SHORT,2024-05-16T01:28:59.999Z,3017.25,2024-05-16T06:22:59.999Z,3017.25,1000.00,0.00,0.0000,219.85
4142,SHORT,2024-05-16T08:35:59.999Z,3007.62,2024-05-16T19:37:59.999Z,2952.50,1000.00,18.33,1.8327,238.18
4143,SHORT,2024-05-16T19:38:59.999Z,2950.00,2024-05-16T23:43:59.999Z,2943.99,1000.00,2.04,0.2037,240.21
4144,SHORT,2024-05-17T05:02:59.999Z,2946.95,2024-05-17T05:09:59.999Z,2949.94,1000.00,-1.01,-0.1015,239.20
4145,SHORT,2024-05-17T05:18:59.999Z,2947.22,2024-05-17T06:48:59.999Z,2954.83,1000.00,-2.58,-0.2582,236.62
4146,SHORT,2024-05-17T18:01:59.999Z,3082.71,2024-05-17T20:28:59.999Z,3087.31,1000.00,-1.49,-0.1492,235.13
4147,SHORT,2024-05-18T05:05:59.999Z,3101.03,2024-05-18T07:26:59.999Z,3107.80,1000.00,-2.18,-0.2183,232.94
4148,SHORT,2024-05-18T12:53:59.999Z,3122.20,2024-05-18T16:28:59.999Z,3121.01,1000.00,0.38,0.0381,233.32
4149,SHORT,2024-05-18T16:56:59.999Z,3109.59,2024-05-18T17:05:59.999Z,3116.21,1000.00,-2.13,-0.2129,231.19
4150,SHORT,2024-05-18T17:48:59.999Z,3110.27,2024-05-18T18:03:59.999Z,3117.34,1000.00,-2.27,-0.2273,228.92
4151,SHORT,2024-05-18T18:20:59.999Z,3110.94,2024-05-18T19:35:59.999Z,3114.51,1000.00,-1.15,-0.1148,227.77
4152,SHORT,2024-05-18T21:36:59.999Z,3114.55,2024-05-18T22:27:59.999Z,3119.42,1000.00,-1.56,-0.1564,226.21
4153,SHORT,2024-05-19T00:51:59.999Z,3113.84,2024-05-19T02:12:59.999Z,3122.00,1000.00,-2.62,-0.2621,223.59
4154,SHORT,2024-05-19T04:23:59.999Z,3117.69,2024-05-19T10:31:59.999Z,3114.89,1000.00,0.90,0.0898,224.49
4155,SHORT,2024-05-19T11:03:59.999Z,3098.20,2024-05-19T18:18:59.999Z,3075.40,1000.00,7.36,0.7359,231.85
4156,SHORT,2024-05-19T18:25:59.999Z,3072.15,2024-05-19T19:26:59.999Z,3078.11,1000.00,-1.94,-0.1940,229.91
4157,SHORT,2024-05-19T19:49:59.999Z,3061.77,2024-05-19T20:16:59.999Z,3078.85,1000.00,-5.58,-0.5578,224.33
4158,SHORT,2024-05-19T21:29:59.999Z,3069.19,2024-05-19T22:21:59.999Z,3077.99,1000.00,-2.87,-0.2867,221.46
4159,SHORT,2024-05-19T23:27:59.999Z,3068.52,2024-05-20T00:46:59.999Z,3074.81,1000.00,-2.05,-0.2050,219.41
4160,SHORT,2024-05-20T01:20:59.999Z,3067.41,2024-05-20T02:01:59.999Z,3078.80,1000.00,-3.71,-0.3713,215.70
4161,SHORT,2024-05-20T06:50:59.999Z,3098.00,2024-05-20T08:40:59.999Z,3105.01,1000.00,-2.26,-0.2263,213.44
4162,SHORT,2024-05-20T10:02:59.999Z,3094.15,2024-05-20T10:10:59.999Z,3104.37,1000.00,-3.30,-0.3303,210.13
4163,SHORT,2024-05-20T10:18:59.999Z,3097.64,2024-05-20T10:24:59.999Z,3107.61,1000.00,-3.22,-0.3219,206.91
4164,SHORT,2024-05-20T11:49:59.999Z,3097.74,2024-05-20T15:19:59.999Z,3104.00,1000.00,-2.02,-0.2021,204.89
4165,SHORT,2024-05-21T04:59:59.999Z,3658.55,2024-05-21T06:36:59.999Z,3677.19,1000.00,-5.09,-0.5095,199.80
4166,SHORT,2024-05-21T07:15:59.999Z,3657.00,2024-05-21T07:24:59.999Z,3668.51,1000.00,-3.15,-0.3147,196.65
4167,SHORT,2024-05-21T08:02:59.999Z,3658.51,2024-05-21T09:18:59.999Z,3665.56,1000.00,-1.93,-0.1927,194.72
4168,SHORT,2024-05-21T17:06:59.999Z,3770.72,2024-05-21T20:49:59.999Z,3749.56,1000.00,5.61,0.5612,200.33
4169,SHORT,2024-05-22T04:22:59.999Z,3779.34,2024-05-22T08:46:59.999Z,3770.01,1000.00,2.47,0.2469,202.80
4170,SHORT,2024-05-22T09:09:59.999Z,3740.88,2024-05-22T14:41:59.999Z,3722.45,1000.00,4.93,0.4927,207.73
4171,SHORT,2024-05-22T18:04:59.999Z,3729.60,2024-05-22T19:48:59.999Z,3741.32,1000.00,-3.14,-0.3142,204.59
4172,SHORT,2024-05-22T20:04:59.999Z,3734.94,2024-05-22T20:06:59.999Z,3741.00,1000.00,-1.62,-0.1623,202.97
4173,SHORT,2024-05-22T22:57:59.999Z,3741.56,2024-05-23T00:30:59.999Z,3755.24,1000.00,-3.66,-0.3656,199.31
4174,SHORT,2024-05-23T05:57:59.999Z,3767.00,2024-05-23T06:50:59.999Z,3796.99,1000.00,-7.96,-0.7961,191.35
4175,SHORT,2024-05-23T13:22:59.999Z,3835.00,2024-05-23T17:36:59.999Z,3823.99,1000.00,2.87,0.2871,194.22
4176,SHORT,2024-05-23T17:52:59.999Z,3799.76,2024-05-23T19:40:59.999Z,3810.22,1000.00,-2.75,-0.2753,191.47
4177,SHORT,2024-05-23T20:01:59.999Z,3674.07,2024-05-23T21:08:59.999Z,3843.89,1000.00,-46.22,-4.6221,145.24
4178,SHORT,2024-05-23T23:24:59.999Z,3774.80,2024-05-24T00:46:59.999Z,3817.60,1000.00,-11.34,-1.1338,133.91
4179,SHORT,2024-05-24T04:08:59.999Z,3799.19,2024-05-24T04:10:59.999Z,3804.53,1000.00,-1.41,-0.1406,132.50
4180,SHORT,2024-05-24T04:26:59.999Z,3799.41,2024-05-24T04:40:59.999Z,3808.19,1000.00,-2.31,-0.2311,130.19
4181,SHORT,2024-05-24T05:27:59.999Z,3799.00,2024-05-24T10:26:59.999Z,3689.20,1000.00,28.90,2.8902,159.09
4182,SHORT,2024-05-24T13:56:59.999Z,3687.20,2024-05-24T14:34:59.999Z,3722.15,1000.00,-9.48,-0.9479,149.61
4183,SHORT,2024-05-24T15:58:59.999Z,3695.05,2024-05-24T17:45:59.999Z,3706.20,1000.00,-3.02,-0.3018,146.60
4184,SHORT,2024-05-24T23:30:59.999Z,3727.41,2024-05-25T02:27:59.999Z,3727.00,1000.00,0.11,0.0110,146.71
4185,SHORT,2024-05-25T02:42:59.999Z,3721.80,2024-05-25T02:47:59.999Z,3728.37,1000.00,-1.77,-0.1765,144.94
4186,SHORT,2024-05-25T06:55:59.999Z,3747.12,2024-05-25T07:22:59.999Z,3756.00,1000.00,-2.37,-0.2370,142.57
4187,SHORT,2024-05-25T07:38:59.999Z,3747.30,2024-05-25T09:49:59.999Z,3751.42,1000.00,-1.10,-0.1099,141.47
4188,SHORT,2024-05-25T11:57:59.999Z,3738.13,2024-05-25T14:53:59.999Z,3753.44,1000.00,-4.10,-0.4096,137.38
4189,SHORT,2024-05-25T17:19:59.999Z,3740.00,2024-05-25T18:20:59.999Z,3753.70,1000.00,-3.66,-0.3663,133.71
4190,SHORT,2024-05-25T20:36:59.999Z,3746.80,2024-05-25T23:28:59.999Z,3751.90,1000.00,-1.36,-0.1361,132.35
4191,SHORT,2024-05-26T02:31:59.999Z,3744.79,2024-05-26T03:49:59.999Z,3770.45,1000.00,-6.85,-0.6852,125.50
4192,SHORT,2024-05-26T05:06:59.999Z,3744.81,2024-05-26T05:48:59.999Z,3754.92,1000.00,-2.70,-0.2700,122.80
4193,SHORT,2024-05-26T13:44:59.999Z,3794.64,2024-05-26T14:06:59.999Z,3807.20,1000.00,-3.31,-0.3310,119.49
4194,SHORT,2024-05-26T18:18:59.999Z,3837.01,2024-05-26T19:04:59.999Z,3853.29,1000.00,-4.24,-0.4243,115.25
4195,SHORT,2024-05-26T21:22:59.999Z,3845.41,2024-05-27T00:39:59.999Z,3855.69,1000.00,-2.67,-0.2673,112.57
4196,SHORT,2024-05-27T05:36:59.999Z,3896.55,2024-05-27T06:13:59.999Z,3913.39,1000.00,-4.32,-0.4322,108.25
4197,SHORT,2024-05-27T06:51:59.999Z,3895.26,2024-05-27T07:42:59.999Z,3917.50,1000.00,-5.71,-0.5710,102.54
4198,SHORT,2024-05-27T09:19:59.999Z,3905.20,2024-05-27T09:45:59.999Z,3921.60,1000.00,-4.20,-0.4200,98.34
4199,SHORT,2024-05-27T09:58:59.999Z,3911.40,2024-05-27T13:03:59.999Z,3910.86,1000.00,0.14,0.0138,98.48
4200,SHORT,2024-05-27T17:26:59.999Z,3938.01,2024-05-28T06:00:59.999Z,3861.07,1000.00,19.54,1.9538,118.02
4201,SHORT,2024-05-28T07:29:59.999Z,3848.19,2024-05-28T08:16:59.999Z,3865.30,1000.00,-4.45,-0.4446,113.57
4202,SHORT,2024-05-28T13:39:59.999Z,3879.42,2024-05-28T20:01:59.999Z,3841.99,1000.00,9.65,0.9648,123.22
4203,SHORT,2024-05-29T00:13:59.999Z,3846.99,2024-05-29T00:17:59.999Z,3849.95,1000.00,-0.77,-0.0769,122.45
4204,SHORT,2024-05-29T00:27:59.999Z,3845.00,2024-05-29T00:32:59.999Z,3849.40,1000.00,-1.14,-0.1144,121.31
4205,SHORT,2024-05-29T00:57:59.999Z,3843.20,2024-05-29T01:01:59.999Z,3850.99,1000.00,-2.03,-0.2027,119.28
4206,SHORT,2024-05-29T01:20:59.999Z,3838.49,2024-05-29T02:33:59.999Z,3852.20,1000.00,-3.57,-0.3572,115.71
4207,SHORT,2024-05-29T06:59:59.999Z,3858.24,2024-05-29T11:00:59.999Z,3820.76,1000.00,9.71,0.9714,125.42
4208,SHORT,2024-05-29T11:58:59.999Z,3810.03,2024-05-29T12:19:59.999Z,3828.21,1000.00,-4.77,-0.4772,120.65
4209,SHORT,2024-05-29T12:26:59.999Z,3810.75,2024-05-29T13:14:59.999Z,3835.00,1000.00,-6.36,-0.6364,114.29
4210,SHORT,2024-05-29T13:24:59.999Z,3803.38,2024-05-29T21:36:59.999Z,3770.57,1000.00,8.63,0.8627,122.91
4211,SHORT,2024-05-30T00:42:59.999Z,3767.94,2024-05-30T02:03:59.999Z,3777.54,1000.00,-2.55,-0.2548,120.37
4212,SHORT,2024-05-30T05:15:59.999Z,3771.54,2024-05-30T10:57:59.999Z,3742.01,1000.00,7.83,0.7830,128.20
4213,SHORT,2024-05-30T19:38:59.999Z,3768.92,2024-05-31T01:05:59.999Z,3761.95,1000.00,1.85,0.1849,130.05
4214,SHORT,2024-05-31T01:54:59.999Z,3744.99,2024-05-31T02:11:59.999Z,3757.40,1000.00,-3.31,-0.3314,126.73
4215,SHORT,2024-05-31T05:16:59.999Z,3747.51,2024-05-31T09:51:59.999Z,3745.81,1000.00,0.45,0.0454,127.18
4216,SHORT,2024-05-31T14:01:59.999Z,3772.06,2024-05-31T17:58:59.999Z,3767.42,1000.00,1.23,0.1230,128.42
4217,SHORT,2024-05-31T22:22:59.999Z,3782.55,2024-06-01T02:21:59.999Z,3770.00,1000.00,3.32,0.3318,131.73
4218,SHORT,2024-06-01T07:44:59.999Z,3778.17,2024-06-01T08:49:59.999Z,3790.33,1000.00,-3.22,-0.3218,128.51
4219,SHORT,2024-06-01T10:57:59.999Z,3784.95,2024-06-01T11:43:59.999Z,3792.03,1000.00,-1.87,-0.1871,126.64
4220,SHORT,2024-06-01T16:19:59.999Z,3796.91,2024-06-01T19:05:59.999Z,3803.50,1000.00,-1.74,-0.1736,124.91
4221,SHORT,2024-06-01T19:17:59.999Z,3799.21,2024-06-01T19:42:59.999Z,3806.48,1000.00,-1.91,-0.1914,122.99
4222,SHORT,2024-06-02T02:31:59.999Z,3816.70,2024-06-02T05:00:59.999Z,3820.01,1000.00,-0.87,-0.0867,122.13
4223,SHORT,2024-06-02T05:43:59.999Z,3809.01,2024-06-02T06:57:59.999Z,3814.93,1000.00,-1.55,-0.1554,120.57
4224,SHORT,2024-06-02T07:07:59.999Z,3809.50,2024-06-02T11:50:59.999Z,3806.60,1000.00,0.76,0.0761,121.33
4225,SHORT,2024-06-02T13:09:59.999Z,3784.86,2024-06-02T13:29:59.999Z,3793.81,1000.00,-2.36,-0.2365,118.97
4226,SHORT,2024-06-02T13:34:59.999Z,3787.35,2024-06-02T13:42:59.999Z,3793.74,1000.00,-1.69,-0.1687,117.28
4227,SHORT,2024-06-02T16:24:59.999Z,3790.99,2024-06-02T20:03:59.999Z,3780.01,1000.00,2.90,0.2896,120.18
4228,SHORT,2024-06-02T20:19:59.999Z,3770.00,2024-06-02T20:42:59.999Z,3779.53,1000.00,-2.53,-0.2528,117.65
4229,SHORT,2024-06-02T23:35:59.999Z,3780.92,2024-06-03T01:20:59.999Z,3800.76,1000.00,-5.25,-0.5247,112.40
4230,SHORT,2024-06-03T09:23:59.999Z,3816.64,2024-06-03T12:34:59.999Z,3817.00,1000.00,-0.09,-0.0094,112.31
4231,SHORT,2024-06-03T14:26:59.999Z,3807.53,2024-06-03T23:01:59.999Z,3779.58,1000.00,7.34,0.7341,119.65
4232,SHORT,2024-06-03T23:37:59.999Z,3765.41,2024-06-04T01:42:59.999Z,3772.50,1000.00,-1.88,-0.1883,117.77
4233,SHORT,2024-06-04T04:56:59.999Z,3765.32,2024-06-04T07:21:59.999Z,3769.51,1000.00,-1.11,-0.1113,116.65
4234,SHORT,2024-06-04T08:58:59.999Z,3760.22,2024-06-04T10:58:59.999Z,3767.00,1000.00,-1.80,-0.1803,114.85
4235,SHORT,2024-06-04T12:15:59.999Z,3756.31,2024-06-04T13:05:59.999Z,3772.81,1000.00,-4.39,-0.4393,110.46
4236,SHORT,2024-06-04T19:19:59.999Z,3801.80,2024-06-04T20:58:59.999Z,3807.99,1000.00,-1.63,-0.1628,108.83
4237,SHORT,2024-06-05T02:20:59.999Z,3809.40,2024-06-05T06:53:59.999Z,3807.50,1000.00,0.50,0.0499,109.33
4238,SHORT,2024-06-05T08:55:59.999Z,3802.20,2024-06-05T11:34:59.999Z,3806.96,1000.00,-1.25,-0.1252,108.08
4239,SHORT,2024-06-05T13:51:59.999Z,3793.10,2024-06-05T15:27:59.999Z,3815.12,1000.00,-5.81,-0.5805,102.27
4240,SHORT,2024-06-05T17:01:59.999Z,3804.72,2024-06-05T17:03:59.999Z,3809.48,1000.00,-1.25,-0.1251,101.02
4241,SHORT,2024-06-05T21:56:59.999Z,3849.50,2024-06-05T23:15:59.999Z,3859.09,1000.00,-2.49,-0.2491,98.53
4242,SHORT,2024-06-06T04:05:59.999Z,3859.72,2024-06-06T09:31:59.999Z,3851.50,1000.00,2.13,0.2130,100.66
4243,SHORT,2024-06-06T09:52:59.999Z,3846.77,2024-06-06T09:58:59.999Z,3851.39,1000.00,-1.20,-0.1201,99.46
4244,SHORT,2024-06-06T10:06:59.999Z,3846.84,2024-06-06T10:57:59.999Z,3852.13,1000.00,-1.38,-0.1375,98.08
4245,SHORT,2024-06-06T12:51:59.999Z,3844.60,2024-06-06T15:57:59.999Z,3845.35,1000.00,-0.20,-0.0195,97.89
4246,SHORT,2024-06-06T16:37:59.999Z,3825.60,2024-06-06T22:45:59.999Z,3806.86,1000.00,4.90,0.4899,102.79
4247,SHORT,2024-06-07T01:04:59.999Z,3806.80,2024-06-07T03:54:59.999Z,3806.83,1000.00,-0.01,-0.0008,102.78
4248,SHORT,2024-06-07T08:14:59.999Z,3810.99,2024-06-07T11:33:59.999Z,3818.86,1000.00,-2.07,-0.2065,100.71
4249,SHORT,2024-06-07T12:40:59.999Z,3777.52,2024-06-07T14:10:59.999Z,3816.37,1000.00,-10.28,-1.0285,90.43
4250,SHORT,2024-06-07T15:30:59.999Z,3806.00,2024-06-08T01:43:59.999Z,3689.30,1000.00,30.66,3.0662,121.09
4251,SHORT,2024-06-08T03:05:59.999Z,3686.66,2024-06-08T03:13:59.999Z,3688.50,1000.00,-0.50,-0.0499,120.59
4252,SHORT,2024-06-08T03:18:59.999Z,3686.01,2024-06-08T03:26:59.999Z,3688.95,1000.00,-0.80,-0.0798,119.79
4253,SHORT,2024-06-08T04:29:59.999Z,3684.22,2024-06-08T06:43:59.999Z,3686.00,1000.00,-0.48,-0.0483,119.31
