Trade #,Side,Entry Time,Entry Price,Exit Time,Exit Price,Position Size (USDT),PnL (USDT),PnL (%),Cumulative PnL (USDT)
561,SHORT,2022-04-22T20:05:59.999Z,2957.56,2022-04-22T20:52:59.999Z,2968.55,1000.00,-3.72,-0.3716,80.78
562,SHORT,2022-04-22T22:03:59.999Z,2953.53,2022-04-22T23:45:59.999Z,2965.98,1000.00,-4.22,-0.4215,76.56
563,SHORT,2022-04-23T00:45:59.999Z,2957.25,2022-04-23T01:39:59.999Z,2963.37,1000.00,-2.07,-0.2069,74.49
564,SHORT,2022-04-23T02:10:59.999Z,2957.60,2022-04-23T05:39:59.999Z,2955.68,1000.00,0.65,0.0649,75.14
565,SHORT,2022-04-23T09:55:59.999Z,2955.62,2022-04-23T11:14:59.999Z,2960.85,1000.00,-1.77,-0.1770,73.37
566,SHORT,2022-04-23T12:09:59.999Z,2952.47,2022-04-23T12:32:59.999Z,2967.43,1000.00,-5.07,-0.5067,68.31
567,SHORT,2022-04-23T14:31:59.999Z,2957.74,2022-04-23T15:11:59.999Z,2965.00,1000.00,-2.45,-0.2455,65.85
568,SHORT,2022-04-23T17:11:59.999Z,2958.78,2022-04-23T20:24:59.999Z,2958.79,1000.00,-0.00,-0.0003,65.85
569,SHORT,2022-04-23T23:01:59.999Z,2953.12,2022-04-24T03:20:59.999Z,2948.06,1000.00,1.71,0.1713,67.56
570,SHORT,2022-04-24T05:50:59.999Z,2946.45,2022-04-24T06:25:59.999Z,2956.17,1000.00,-3.30,-0.3299,64.26
571,SHORT,2022-04-24T08:03:59.999Z,2948.48,2022-04-24T08:13:59.999Z,2952.96,1000.00,-1.52,-0.1519,62.74
572,SHORT,2022-04-24T08:26:59.999Z,2948.44,2022-04-24T09:54:59.999Z,2952.29,1000.00,-1.31,-0.1306,61.44
573,SHORT,2022-04-24T10:32:59.999Z,2947.22,2022-04-24T14:56:59.999Z,2952.92,1000.00,-1.93,-0.1934,59.50
574,SHORT,2022-04-24T16:36:59.999Z,2932.49,2022-04-24T18:32:59.999Z,2939.27,1000.00,-2.31,-0.2312,57.19
575,SHORT,2022-04-24T20:55:59.999Z,2940.57,2022-04-25T10:03:59.999Z,2827.20,1000.00,38.55,3.8554,95.74
576,SHORT,2022-04-26T01:53:59.999Z,3003.94,2022-04-26T04:46:59.999Z,3008.60,1000.00,-1.55,-0.1551,94.19
577,SHORT,2022-04-26T06:16:59.999Z,2999.00,2022-04-26T07:49:59.999Z,3006.62,1000.00,-2.54,-0.2541,91.65
578,SHORT,2022-04-26T08:50:59.999Z,2997.38,2022-04-26T11:24:59.999Z,3007.32,1000.00,-3.32,-0.3316,88.34
579,SHORT,2022-04-26T12:50:59.999Z,2986.37,2022-04-27T01:27:59.999Z,2825.42,1000.00,53.89,5.3895,142.23
580,SHORT,2022-04-27T11:23:59.999Z,2870.28,2022-04-27T12:16:59.999Z,2894.59,1000.00,-8.47,-0.8470,133.76
581,SHORT,2022-04-27T12:35:59.999Z,2876.48,2022-04-27T13:44:59.999Z,2898.86,1000.00,-7.78,-0.7780,125.98
582,SHORT,2022-04-27T14:13:59.999Z,2850.64,2022-04-27T16:13:59.999Z,2874.52,1000.00,-8.38,-0.8377,117.60
583,SHORT,2022-04-27T18:24:59.999Z,2861.00,2022-04-27T20:24:59.999Z,2877.76,1000.00,-5.86,-0.5858,111.75
584,SHORT,2022-04-28T02:00:59.999Z,2879.83,2022-04-28T02:35:59.999Z,2893.07,1000.00,-4.60,-0.4597,107.15
585,SHORT,2022-04-28T03:54:59.999Z,2885.29,2022-04-28T06:49:59.999Z,2888.50,1000.00,-1.11,-0.1113,106.04
586,SHORT,2022-04-28T07:04:59.999Z,2883.96,2022-04-28T07:13:59.999Z,2892.68,1000.00,-3.02,-0.3024,103.01
587,SHORT,2022-04-28T12:18:59.999Z,2919.00,2022-04-28T15:17:59.999Z,2910.93,1000.00,2.76,0.2765,105.78
588,SHORT,2022-04-28T15:47:59.999Z,2874.99,2022-04-28T16:29:59.999Z,2910.84,1000.00,-12.47,-1.2470,93.31
589,SHORT,2022-04-28T20:11:59.999Z,2934.36,2022-04-28T20:38:59.999Z,2959.59,1000.00,-8.60,-0.8598,84.71
590,SHORT,2022-04-28T21:27:59.999Z,2930.32,2022-04-29T00:08:59.999Z,2939.01,1000.00,-2.97,-0.2966,81.74
591,SHORT,2022-04-29T00:43:59.999Z,2927.14,2022-04-29T01:00:59.999Z,2942.24,1000.00,-5.16,-0.5159,76.59
592,SHORT,2022-04-29T01:52:59.999Z,2928.50,2022-04-29T05:20:59.999Z,2928.20,1000.00,0.10,0.0102,76.69
593,SHORT,2022-04-29T06:09:59.999Z,2917.52,2022-04-29T07:40:59.999Z,2927.58,1000.00,-3.45,-0.3448,73.24
594,SHORT,2022-04-29T08:25:59.999Z,2916.79,2022-04-29T13:55:59.999Z,2879.16,1000.00,12.90,1.2901,86.14
595,SHORT,2022-04-29T14:25:59.999Z,2851.41,2022-04-29T21:30:59.999Z,2817.47,1000.00,11.90,1.1903,98.04
596,SHORT,2022-04-29T21:49:59.999Z,2806.47,2022-04-29T22:31:59.999Z,2822.47,1000.00,-5.70,-0.5701,92.34
597,SHORT,2022-04-30T03:14:59.999Z,2817.61,2022-04-30T05:12:59.999Z,2826.29,1000.00,-3.08,-0.3081,89.26
598,SHORT,2022-04-30T08:32:59.999Z,2822.84,2022-04-30T09:58:59.999Z,2833.67,1000.00,-3.84,-0.3837,85.43
599,SHORT,2022-04-30T12:40:59.999Z,2824.19,2022-04-30T16:10:59.999Z,2817.53,1000.00,2.36,0.2358,87.78
600,SHORT,2022-04-30T16:18:59.999Z,2810.34,2022-04-30T16:22:59.999Z,2816.11,1000.00,-2.05,-0.2053,85.73
601,SHORT,2022-04-30T16:58:59.999Z,2802.55,2022-04-30T19:57:59.999Z,2809.17,1000.00,-2.36,-0.2362,83.37
602,SHORT,2022-04-30T20:41:59.999Z,2792.17,2022-04-30T21:56:59.999Z,2799.25,1000.00,-2.54,-0.2536,80.83
603,SHORT,2022-04-30T22:02:59.999Z,2790.76,2022-05-01T01:53:59.999Z,2772.10,1000.00,6.69,0.6686,87.52
604,SHORT,2022-05-01T07:23:59.999Z,2770.30,2022-05-01T08:53:59.999Z,2781.98,1000.00,-4.22,-0.4216,83.30
605,SHORT,2022-05-01T09:18:59.999Z,2770.23,2022-05-01T13:35:59.999Z,2771.20,1000.00,-0.35,-0.0350,82.95
606,SHORT,2022-05-01T13:51:59.999Z,2759.52,2022-05-01T15:07:59.999Z,2766.91,1000.00,-2.68,-0.2678,80.27
607,SHORT,2022-05-01T18:32:59.999Z,2791.27,2022-05-01T21:01:59.999Z,2808.52,1000.00,-6.18,-0.6180,74.09
608,SHORT,2022-05-02T07:58:59.999Z,2844.40,2022-05-02T13:31:59.999Z,2820.86,1000.00,8.28,0.8276,82.37
609,SHORT,2022-05-02T13:35:59.999Z,2787.76,2022-05-02T13:44:59.999Z,2827.61,1000.00,-14.29,-1.4295,68.08
610,SHORT,2022-05-02T16:58:59.999Z,2810.96,2022-05-02T19:21:59.999Z,2822.19,1000.00,-4.00,-0.3995,64.08
611,SHORT,2022-05-03T00:31:59.999Z,2845.72,2022-05-03T03:22:59.999Z,2850.07,1000.00,-1.53,-0.1529,62.55
612,SHORT,2022-05-03T05:09:59.999Z,2834.72,2022-05-03T08:06:59.999Z,2847.71,1000.00,-4.58,-0.4582,57.97
613,SHORT,2022-05-03T09:30:59.999Z,2840.39,2022-05-03T11:54:59.999Z,2845.40,1000.00,-1.76,-0.1764,56.21
614,SHORT,2022-05-03T13:21:59.999Z,2834.10,2022-05-03T21:30:59.999Z,2793.19,1000.00,14.43,1.4435,70.64
615,SHORT,2022-05-03T23:18:59.999Z,2779.44,2022-05-04T00:39:59.999Z,2789.10,1000.00,-3.48,-0.3476,67.17
616,SHORT,2022-05-04T05:05:59.999Z,2793.21,2022-05-04T06:07:59.999Z,2800.76,1000.00,-2.70,-0.2703,64.46
617,SHORT,2022-05-04T13:54:59.999Z,2846.22,2022-05-04T16:23:59.999Z,2866.22,1000.00,-7.03,-0.7027,57.44
618,SHORT,2022-05-04T17:31:59.999Z,2844.66,2022-05-04T18:03:59.999Z,2855.96,1000.00,-3.97,-0.3972,53.46
619,SHORT,2022-05-04T18:20:59.999Z,2833.64,2022-05-04T18:45:59.999Z,2872.05,1000.00,-13.56,-1.3555,39.91
620,SHORT,2022-05-04T22:49:59.999Z,2926.96,2022-05-04T23:30:59.999Z,2934.00,1000.00,-2.41,-0.2405,37.50
621,SHORT,2022-05-05T03:38:59.999Z,2940.03,2022-05-05T04:49:59.999Z,2947.30,1000.00,-2.47,-0.2473,35.03
622,SHORT,2022-05-05T05:33:59.999Z,2937.48,2022-05-05T10:42:59.999Z,2935.64,1000.00,0.63,0.0626,35.66
623,SHORT,2022-05-05T11:48:59.999Z,2925.21,2022-05-05T12:29:59.999Z,2931.21,1000.00,-2.05,-0.2051,33.61
624,SHORT,2022-05-05T13:08:59.999Z,2926.34,2022-05-05T20:53:59.999Z,2749.99,1000.00,60.26,6.0263,93.87
625,SHORT,2022-05-05T22:46:59.999Z,2739.88,2022-05-05T23:16:59.999Z,2750.11,1000.00,-3.73,-0.3734,90.13
626,SHORT,2022-05-06T00:27:59.999Z,2740.25,2022-05-06T02:14:59.999Z,2744.28,1000.00,-1.47,-0.1471,88.66
627,SHORT,2022-05-06T04:10:59.999Z,2739.72,2022-05-06T05:05:59.999Z,2747.45,1000.00,-2.82,-0.2821,85.84
628,SHORT,2022-05-06T07:03:59.999Z,2741.08,2022-05-06T15:03:59.999Z,2691.65,1000.00,18.03,1.8033,103.88
629,SHORT,2022-05-06T17:42:59.999Z,2691.16,2022-05-06T19:50:59.999Z,2697.73,1000.00,-2.44,-0.2441,101.43
630,SHORT,2022-05-06T20:06:59.999Z,2683.82,2022-05-06T20:54:59.999Z,2704.93,1000.00,-7.87,-0.7866,93.57
631,SHORT,2022-05-06T22:19:59.999Z,2686.06,2022-05-06T22:23:59.999Z,2693.44,1000.00,-2.75,-0.2748,90.82
632,SHORT,2022-05-07T00:22:59.999Z,2689.87,2022-05-07T07:55:59.999Z,2673.00,1000.00,6.27,0.6272,97.09
633,SHORT,2022-05-07T13:10:59.999Z,2684.61,2022-05-07T15:03:59.999Z,2685.90,1000.00,-0.48,-0.0481,96.61
634,SHORT,2022-05-07T17:36:59.999Z,2684.67,2022-05-07T18:22:59.999Z,2697.97,1000.00,-4.95,-0.4954,91.66
635,SHORT,2022-05-07T19:33:59.999Z,2686.57,2022-05-08T06:51:59.999Z,2561.90,1000.00,46.40,4.6405,138.06
636,SHORT,2022-05-08T09:38:59.999Z,2552.01,2022-05-08T10:34:59.999Z,2560.21,1000.00,-3.21,-0.3213,134.85
637,SHORT,2022-05-08T12:52:59.999Z,2553.84,2022-05-08T18:28:59.999Z,2538.17,1000.00,6.14,0.6136,140.99
638,SHORT,2022-05-08T20:58:59.999Z,2540.77,2022-05-08T21:41:59.999Z,2554.99,1000.00,-5.60,-0.5597,135.39
639,SHORT,2022-05-08T22:07:59.999Z,2537.69,2022-05-09T09:08:59.999Z,2460.13,1000.00,30.56,3.0563,165.95
640,SHORT,2022-05-09T09:41:59.999Z,2442.78,2022-05-09T13:44:59.999Z,2428.99,1000.00,5.65,0.5645,171.60
641,SHORT,2022-05-09T14:17:59.999Z,2398.30,2022-05-09T21:16:59.999Z,2313.63,1000.00,35.30,3.5304,206.90
642,SHORT,2022-05-09T22:02:59.999Z,2270.15,2022-05-09T22:45:59.999Z,2307.64,1000.00,-16.51,-1.6514,190.39
643,SHORT,2022-05-09T23:13:59.999Z,2288.74,2022-05-10T01:09:59.999Z,2328.37,1000.00,-17.32,-1.7315,173.07
644,SHORT,2022-05-10T09:27:59.999Z,2373.57,2022-05-10T11:27:59.999Z,2391.05,1000.00,-7.36,-0.7364,165.71
645,SHORT,2022-05-10T14:36:59.999Z,2390.60,2022-05-10T17:38:59.999Z,2406.10,1000.00,-6.48,-0.6484,159.22
646,SHORT,2022-05-10T19:20:59.999Z,2356.57,2022-05-10T23:13:59.999Z,2354.45,1000.00,0.90,0.0900,160.12
647,SHORT,2022-05-11T02:02:59.999Z,2326.92,2022-05-11T02:24:59.999Z,2374.22,1000.00,-20.33,-2.0327,139.80
648,SHORT,2022-05-11T04:50:59.999Z,2347.99,2022-05-11T05:13:59.999Z,2393.87,1000.00,-19.54,-1.9540,120.26
649,SHORT,2022-05-11T06:41:59.999Z,2351.27,2022-05-11T08:47:59.999Z,2354.72,1000.00,-1.47,-0.1467,118.79
650,SHORT,2022-05-11T12:33:59.999Z,2359.83,2022-05-11T14:32:59.999Z,2348.18,1000.00,4.94,0.4937,123.73
651,SHORT,2022-05-11T15:19:59.999Z,2289.21,2022-05-12T00:18:59.999Z,2101.42,1000.00,82.03,8.2033,205.76
652,SHORT,2022-05-12T02:10:59.999Z,2094.84,2022-05-12T07:55:59.999Z,1937.22,1000.00,75.24,7.5242,281.00
653,SHORT,2022-05-12T08:46:59.999Z,1875.18,2022-05-12T08:56:59.999Z,1921.25,1000.00,-24.57,-2.4568,256.43
654,SHORT,2022-05-12T12:30:59.999Z,1927.45,2022-05-12T12:38:59.999Z,1970.83,1000.00,-22.51,-2.2506,233.93
655,SHORT,2022-05-12T13:34:59.999Z,1911.12,2022-05-12T14:32:59.999Z,1963.89,1000.00,-27.61,-2.7612,206.31
656,SHORT,2022-05-12T17:44:59.999Z,1964.43,2022-05-12T23:09:59.999Z,1948.71,1000.00,8.00,0.8002,214.32
657,SHORT,2022-05-13T07:21:59.999Z,2083.10,2022-05-13T09:25:59.999Z,2088.89,1000.00,-2.78,-0.2780,211.54
658,SHORT,2022-05-13T09:52:59.999Z,2074.44,2022-05-13T10:50:59.999Z,2104.43,1000.00,-14.46,-1.4457,197.08
659,SHORT,2022-05-13T15:35:59.999Z,2094.36,2022-05-13T21:56:59.999Z,2074.74,1000.00,9.37,0.9368,206.45
660,SHORT,2022-05-13T22:58:59.999Z,2057.73,2022-05-14T01:26:59.999Z,2057.09,1000.00,0.31,0.0311,206.76
661,SHORT,2022-05-14T03:30:59.999Z,2043.63,2022-05-14T06:40:59.999Z,2047.68,1000.00,-1.98,-0.1982,204.78
662,SHORT,2022-05-14T07:48:59.999Z,2031.92,2022-05-14T08:54:59.999Z,2043.57,1000.00,-5.73,-0.5733,199.04
663,SHORT,2022-05-14T09:37:59.999Z,2032.38,2022-05-14T16:25:59.999Z,1990.06,1000.00,20.82,2.0823,219.87
664,SHORT,2022-05-14T19:43:59.999Z,1994.01,2022-05-14T20:21:59.999Z,2017.49,1000.00,-11.78,-1.1775,208.09
665,SHORT,2022-05-14T20:50:59.999Z,1999.75,2022-05-14T21:35:59.999Z,2010.88,1000.00,-5.57,-0.5566,202.53
666,SHORT,2022-05-15T01:32:59.999Z,2034.93,2022-05-15T05:50:59.999Z,2033.85,1000.00,0.53,0.0531,203.06
667,SHORT,2022-05-15T08:46:59.999Z,2028.93,2022-05-15T09:48:59.999Z,2035.40,1000.00,-3.19,-0.3189,199.87
668,SHORT,2022-05-15T14:23:59.999Z,2061.41,2022-05-15T15:08:59.999Z,2079.33,1000.00,-8.69,-0.8693,191.17
669,SHORT,2022-05-15T15:33:59.999Z,2058.39,2022-05-15T16:35:59.999Z,2076.34,1000.00,-8.72,-0.8720,182.45
670,SHORT,2022-05-16T00:35:59.999Z,2123.22,2022-05-16T10:34:59.999Z,2033.36,1000.00,42.32,4.2323,224.78
671,SHORT,2022-05-16T12:16:59.999Z,2020.80,2022-05-16T12:32:59.999Z,2052.38,1000.00,-15.63,-1.5627,209.15
672,SHORT,2022-05-16T13:21:59.999Z,2015.77,2022-05-16T17:38:59.999Z,2018.09,1000.00,-1.15,-0.1151,208.00
673,SHORT,2022-05-16T19:58:59.999Z,2009.06,2022-05-16T20:48:59.999Z,2028.35,1000.00,-9.60,-0.9602,198.40
674,SHORT,2022-05-16T23:17:59.999Z,2031.73,2022-05-17T00:33:59.999Z,2035.56,1000.00,-1.89,-0.1885,196.51
675,SHORT,2022-05-17T01:36:59.999Z,2030.48,2022-05-17T01:56:59.999Z,2039.24,1000.00,-4.31,-0.4314,192.20
676,SHORT,2022-05-17T11:39:59.999Z,2078.21,2022-05-17T12:19:59.999Z,2090.76,1000.00,-6.04,-0.6039,186.16
677,SHORT,2022-05-17T14:29:59.999Z,2081.83,2022-05-17T19:40:59.999Z,2058.39,1000.00,11.26,1.1259,197.42
678,SHORT,2022-05-17T19:52:59.999Z,2044.34,2022-05-17T20:25:59.999Z,2057.72,1000.00,-6.54,-0.6545,190.87
679,SHORT,2022-05-18T01:28:59.999Z,2077.17,2022-05-18T10:05:59.999Z,2040.63,1000.00,17.59,1.7591,208.46
680,SHORT,2022-05-18T11:13:59.999Z,2029.93,2022-05-18T19:04:59.999Z,1986.15,1000.00,21.57,2.1567,230.03
681,SHORT,2022-05-18T20:23:59.999Z,1957.94,2022-05-19T03:03:59.999Z,1943.59,1000.00,7.33,0.7329,237.36
682,SHORT,2022-05-19T07:42:59.999Z,1946.76,2022-05-19T11:24:59.999Z,1949.80,1000.00,-1.56,-0.1562,235.80
683,SHORT,2022-05-19T19:26:59.999Z,2000.76,2022-05-19T20:49:59.999Z,2010.77,1000.00,-5.00,-0.5003,230.80
684,SHORT,2022-05-19T22:30:59.999Z,2004.50,2022-05-19T23:14:59.999Z,2010.30,1000.00,-2.89,-0.2893,227.90
685,SHORT,2022-05-20T01:13:59.999Z,2010.39,2022-05-20T01:23:59.999Z,2020.86,1000.00,-5.21,-0.5208,222.69
686,SHORT,2022-05-20T04:46:59.999Z,2014.50,2022-05-20T05:58:59.999Z,2025.91,1000.00,-5.66,-0.5664,217.03
687,SHORT,2022-05-20T06:26:59.999Z,2014.28,2022-05-20T07:37:59.999Z,2027.73,1000.00,-6.68,-0.6677,210.35
688,SHORT,2022-05-20T12:54:59.999Z,2032.00,2022-05-20T13:28:59.999Z,2047.01,1000.00,-7.39,-0.7387,202.97
689,SHORT,2022-05-20T13:35:59.999Z,2034.31,2022-05-20T13:59:59.999Z,2044.38,1000.00,-4.95,-0.4950,198.02
690,SHORT,2022-05-20T14:05:59.999Z,2037.23,2022-05-20T19:43:59.999Z,1963.57,1000.00,36.16,3.6157,234.17
691,SHORT,2022-05-21T00:03:59.999Z,1958.33,2022-05-21T00:16:59.999Z,1965.49,1000.00,-3.66,-0.3656,230.52
692,SHORT,2022-05-21T01:03:59.999Z,1956.84,2022-05-21T02:57:59.999Z,1959.77,1000.00,-1.50,-0.1497,229.02
693,SHORT,2022-05-21T03:08:59.999Z,1953.73,2022-05-21T03:53:59.999Z,1967.74,1000.00,-7.17,-0.7171,221.85
694,SHORT,2022-05-21T09:32:59.999Z,1969.65,2022-05-21T10:12:59.999Z,1977.04,1000.00,-3.75,-0.3752,218.10
695,SHORT,2022-05-21T10:25:59.999Z,1970.00,2022-05-21T13:37:59.999Z,1975.52,1000.00,-2.80,-0.2802,215.29
696,SHORT,2022-05-21T14:17:59.999Z,1965.51,2022-05-21T14:48:59.999Z,1978.82,1000.00,-6.77,-0.6772,208.52
697,SHORT,2022-05-21T20:40:59.999Z,1973.74,2022-05-21T23:31:59.999Z,1980.63,1000.00,-3.49,-0.3491,205.03
698,SHORT,2022-05-22T00:14:59.999Z,1973.36,2022-05-22T00:22:59.999Z,1977.35,1000.00,-2.02,-0.2022,203.01
699,SHORT,2022-05-22T02:25:59.999Z,1976.81,2022-05-22T03:33:59.999Z,1979.32,1000.00,-1.27,-0.1270,201.74
700,SHORT,2022-05-22T03:42:59.999Z,1975.67,2022-05-22T06:30:59.999Z,1975.71,1000.00,-0.02,-0.0020,201.72
701,SHORT,2022-05-22T07:17:59.999Z,1972.32,2022-05-22T07:19:59.999Z,1974.27,1000.00,-0.99,-0.0989,200.73
702,SHORT,2022-05-22T14:48:59.999Z,2018.22,2022-05-22T17:18:59.999Z,2014.63,1000.00,1.78,0.1779,202.51
703,SHORT,2022-05-22T18:01:59.999Z,2004.57,2022-05-22T18:42:59.999Z,2014.52,1000.00,-4.96,-0.4964,197.55
704,SHORT,2022-05-22T19:53:59.999Z,2006.50,2022-05-22T20:27:59.999Z,2014.71,1000.00,-4.09,-0.4092,193.45
705,SHORT,2022-05-22T21:03:59.999Z,2008.44,2022-05-22T21:23:59.999Z,2014.53,1000.00,-3.03,-0.3032,190.42
706,SHORT,2022-05-23T01:25:59.999Z,2033.38,2022-05-23T04:13:59.999Z,2035.62,1000.00,-1.10,-0.1102,189.32
707,SHORT,2022-05-23T04:54:59.999Z,2027.70,2022-05-23T05:49:59.999Z,2039.49,1000.00,-5.81,-0.5814,183.51
708,SHORT,2022-05-23T13:00:59.999Z,2060.65,2022-05-23T15:21:59.999Z,2070.21,1000.00,-4.64,-0.4639,178.87
709,SHORT,2022-05-23T16:54:59.999Z,2055.72,2022-05-24T02:01:59.999Z,1986.36,1000.00,33.74,3.3740,212.61
710,SHORT,2022-05-24T05:43:59.999Z,1980.20,2022-05-24T11:07:59.999Z,1976.75,1000.00,1.74,0.1742,214.35
711,SHORT,2022-05-24T11:41:59.999Z,1969.14,2022-05-24T15:53:59.999Z,1970.05,1000.00,-0.46,-0.0462,213.89
712,SHORT,2022-05-24T17:23:59.999Z,1940.18,2022-05-24T18:02:59.999Z,1957.86,1000.00,-9.11,-0.9113,204.77
713,SHORT,2022-05-24T18:59:59.999Z,1944.57,2022-05-24T19:34:59.999Z,1959.14,1000.00,-7.49,-0.7493,197.28
714,SHORT,2022-05-25T00:59:59.999Z,1974.95,2022-05-25T01:58:59.999Z,1985.39,1000.00,-5.29,-0.5286,192.00
715,SHORT,2022-05-25T05:40:59.999Z,1993.93,2022-05-25T13:36:59.999Z,1976.68,1000.00,8.65,0.8651,200.65
716,SHORT,2022-05-25T15:45:59.999Z,1963.61,2022-05-25T17:52:59.999Z,1961.63,1000.00,1.01,0.1008,201.66
717,SHORT,2022-05-25T19:53:59.999Z,1957.40,2022-05-25T21:53:59.999Z,1967.05,1000.00,-4.93,-0.4930,196.73
718,SHORT,2022-05-25T23:08:59.999Z,1957.59,2022-05-26T00:43:59.999Z,1963.47,1000.00,-3.00,-0.3004,193.72
719,SHORT,2022-05-26T01:26:59.999Z,1954.11,2022-05-26T14:18:59.999Z,1842.81,1000.00,56.96,5.6957,250.68
720,SHORT,2022-05-26T18:43:59.999Z,1864.25,2022-05-27T04:25:59.999Z,1770.86,1000.00,50.10,5.0095,300.77
721,SHORT,2022-05-27T04:32:59.999Z,1762.58,2022-05-27T06:53:59.999Z,1757.50,1000.00,2.88,0.2882,303.66
722,SHORT,2022-05-27T10:51:59.999Z,1764.42,2022-05-27T11:29:59.999Z,1786.81,1000.00,-12.69,-1.2690,290.97
723,SHORT,2022-05-27T14:46:59.999Z,1774.57,2022-05-27T20:00:59.999Z,1750.00,1000.00,13.85,1.3846,304.81
724,SHORT,2022-05-27T21:57:59.999Z,1731.36,2022-05-27T22:33:59.999Z,1752.01,1000.00,-11.93,-1.1927,292.88
725,SHORT,2022-05-27T23:03:59.999Z,1743.35,2022-05-28T00:50:59.999Z,1742.63,1000.00,0.41,0.0413,293.30
726,SHORT,2022-05-28T01:45:59.999Z,1728.93,2022-05-28T03:33:59.999Z,1745.30,1000.00,-9.47,-0.9468,283.83
727,SHORT,2022-05-28T08:33:59.999Z,1751.93,2022-05-28T11:10:59.999Z,1771.71,1000.00,-11.29,-1.1290,272.54
728,SHORT,2022-05-28T17:02:59.999Z,1769.66,2022-05-28T18:40:59.999Z,1786.82,1000.00,-9.70,-0.9697,262.84
729,SHORT,2022-05-28T21:58:59.999Z,1785.40,2022-05-28T23:12:59.999Z,1795.33,1000.00,-5.56,-0.5562,257.28
730,SHORT,2022-05-29T01:05:59.999Z,1785.45,2022-05-29T05:10:59.999Z,1778.34,1000.00,3.98,0.3982,261.26
731,SHORT,2022-05-29T09:25:59.999Z,1779.41,2022-05-29T10:11:59.999Z,1792.83,1000.00,-7.54,-0.7542,253.72
732,SHORT,2022-05-29T15:04:59.999Z,1795.05,2022-05-29T16:33:59.999Z,1809.38,1000.00,-7.98,-0.7983,245.74
733,SHORT,2022-05-29T17:21:59.999Z,1801.15,2022-05-29T17:30:59.999Z,1809.00,1000.00,-4.36,-0.4358,241.38
734,SHORT,2022-05-29T17:54:59.999Z,1798.26,2022-05-29T21:27:59.999Z,1797.33,1000.00,0.52,0.0517,241.90
735,SHORT,2022-05-30T00:52:59.999Z,1804.55,2022-05-30T01:14:59.999Z,1810.74,1000.00,-3.43,-0.3430,238.47
736,SHORT,2022-05-30T10:19:59.999Z,1899.11,2022-05-30T11:39:59.999Z,1904.59,1000.00,-2.89,-0.2886,235.58
737,SHORT,2022-05-30T12:26:59.999Z,1888.17,2022-05-30T14:11:59.999Z,1916.37,1000.00,-14.94,-1.4935,220.65
738,SHORT,2022-05-30T20:03:59.999Z,1916.34,2022-05-30T20:11:59.999Z,1930.86,1000.00,-7.58,-0.7577,213.07
739,SHORT,2022-05-31T01:41:59.999Z,1982.71,2022-05-31T02:14:59.999Z,1993.32,1000.00,-5.35,-0.5351,207.72
740,SHORT,2022-05-31T04:46:59.999Z,1985.59,2022-05-31T10:51:59.999Z,1974.06,1000.00,5.81,0.5807,213.52
741,SHORT,2022-05-31T12:34:59.999Z,1968.24,2022-05-31T15:51:59.999Z,1985.44,1000.00,-8.74,-0.8739,204.79
742,SHORT,2022-05-31T17:28:59.999Z,1953.18,2022-05-31T21:18:59.999Z,1952.30,1000.00,0.45,0.0451,205.24
743,SHORT,2022-05-31T21:58:59.999Z,1943.80,2022-05-31T22:31:59.999Z,1949.86,1000.00,-3.12,-0.3118,202.12
744,SHORT,2022-05-31T23:56:59.999Z,1939.25,2022-06-01T01:03:59.999Z,1950.01,1000.00,-5.55,-0.5549,196.57
745,SHORT,2022-06-01T01:36:59.999Z,1943.76,2022-06-01T06:23:59.999Z,1936.49,1000.00,3.74,0.3740,200.31
746,SHORT,2022-06-01T07:58:59.999Z,1930.14,2022-06-01T08:37:59.999Z,1936.72,1000.00,-3.41,-0.3409,196.90
747,SHORT,2022-06-01T11:01:59.999Z,1935.56,2022-06-01T11:11:59.999Z,1939.50,1000.00,-2.04,-0.2036,194.87
748,SHORT,2022-06-01T11:21:59.999Z,1927.42,2022-06-01T12:29:59.999Z,1942.99,1000.00,-8.08,-0.8078,186.79
749,SHORT,2022-06-01T14:26:59.999Z,1927.00,2022-06-01T22:53:59.999Z,1818.72,1000.00,56.19,5.6191,242.98
750,SHORT,2022-06-02T00:23:59.999Z,1809.01,2022-06-02T01:13:59.999Z,1822.71,1000.00,-7.57,-0.7573,235.41
751,SHORT,2022-06-02T03:40:59.999Z,1817.96,2022-06-02T06:01:59.999Z,1821.51,1000.00,-1.95,-0.1953,233.45
752,SHORT,2022-06-02T06:34:59.999Z,1813.49,2022-06-02T06:52:59.999Z,1823.26,1000.00,-5.39,-0.5387,228.06
753,SHORT,2022-06-02T09:40:59.999Z,1815.27,2022-06-02T10:47:59.999Z,1823.72,1000.00,-4.65,-0.4655,223.41
754,SHORT,2022-06-02T10:52:59.999Z,1819.00,2022-06-02T10:55:59.999Z,1824.57,1000.00,-3.06,-0.3062,220.35
755,SHORT,2022-06-02T13:08:59.999Z,1821.04,2022-06-02T15:24:59.999Z,1827.07,1000.00,-3.31,-0.3311,217.04
756,SHORT,2022-06-02T18:49:59.999Z,1802.45,2022-06-02T20:05:59.999Z,1823.68,1000.00,-11.78,-1.1778,205.26
757,SHORT,2022-06-03T00:38:59.999Z,1828.91,2022-06-03T01:42:59.999Z,1842.29,1000.00,-7.32,-0.7316,197.94
